"","stid","lng","lat","wp90","wpc","wpmax","wh90","wh4mH","whmax","nc_ubedmean","Ubms","T1h","T2h"
"466","15025_22",144.41103264272,-13.9384189030834,2.2655053781691,268.149743979533,2.91501465421126,1.13016164321123,0,1.32692959244018,0.221215291668904,0.09,0,0
"467","15025_23",144.411380325617,-13.9386172309559,2.3723224930863,273.996041221852,2.91715005263431,1.13080835487944,0,1.32806411524708,0.198150267883038,0.03,0,0
"468","15025_29",144.413084638322,-13.9398004697497,2.1081440334492,272.889081827495,3.16744826312941,1.17169892739767,0,1.38107064808431,0.174528312063832,0.02,0,0
"469","15025_31",144.413494301852,-13.9404231528386,2.22390476691918,265.145471362201,2.95869269683824,1.13434848162444,0,1.33937663486151,0.197137732358396,0.04,0,0
"470","15025_36",144.414663045455,-13.9415204450244,2.4107106369123,275.212938188006,2.9243385935053,1.12981083590873,0,1.33264046591364,0.224375725288255,0.29,2.2,0
"471","15025_4",144.40611256,-13.9347713931102,2.4302492568622,305.540428660897,3.45037733006735,1.25398556911514,0,1.44158388460308,0.191784686666068,0.12,0,0
"472","15025_41",144.415949171868,-13.9422487787698,2.45372326955839,286.278426465294,3.17168243645779,1.16351291898355,0,1.37996881223485,0.173465672921912,0.08,0,0
"473","15025_5",144.406414182026,-13.9349689267311,2.69726593299652,314.782803094117,3.45037733006735,1.25398556911514,0,1.44158388460308,0.181899740156912,0.07,0,0
"474","12005_10",145.614009717436,-14.572969558717,12.4751619716767,2632.71272931233,81.269248855887,2.35281337035775,5.5,4.86403760152565,0.0943970443839016,0.54,3.4,1
"475","12005_11",145.613722774103,-14.573218787435,12.4751619716767,2631.80272516139,81.269248855887,2.35281337035775,5.5,4.86403760152565,0.0746657370553552,0.39,1.4,0
"476","12005_12",145.613470141795,-14.5735192353837,10.7197552315057,2237.84738021889,68.5249766986862,2.22584877075575,4,4.53437428011182,0.0638923648103095,0.41,1.9,0
"477","12005_13",145.613149318182,-14.5738369106052,8.87305983964957,1812.78859058415,54.5572226458711,2.07549913355792,2,4.12604687685907,0.0732347593889026,0.34,0,0
"478","12005_15",145.612731482045,-14.5743361759082,8.27258945451078,1665.34429593039,49.0246118971681,2.0310967901301,0,3.96283187884222,0.0829528984365208,0.33,0,0
"479","12005_17",145.612163069744,-14.5749334002555,8.54912831776565,1632.72283828979,46.4441891554035,2.0638059001155,0,3.88852513868266,0.0892642434820985,0.34,1.4,0
"480","12005_21",145.611610217826,-14.57604632826,7.09421893905157,1186.2965421038,30.2937948955673,1.92310230584327,0,3.27114522537876,0.0677202223425031,0.37,1.6,0
"481","12005_22",145.6113140505,-14.5761088084991,8.90425899519776,1468.29772018822,37.4966685525657,2.10155562952717,0,3.5909349616001,0.0452450560288155,0.16,0,0
"482","12005_23",145.611169941081,-14.5764272681072,8.90425899519776,1466.99117545298,37.4966685525657,2.10155562952717,0,3.5909349616001,0.0562321617011073,0.24,0.2,0
"483","12005_24",145.611065951667,-14.5768067945824,8.40074293015434,1294.64446004262,30.7126129975237,2.04288865845075,0,3.2981478782551,0.0678801205745662,0.21,0,0
"484","12005_25",145.610952812439,-14.5771408390235,8.15668172073342,1258.80750512792,29.2051132326619,2.02002296981951,0,3.23841995037222,0.0515762003711878,0.29,0.4,0
"485","12005_27",145.610646550233,-14.5776367541851,7.79040012880428,1109.77549875617,22.4529239615073,1.97222702376357,0,2.9013975843914,0.0513073413868571,0.35,1.3,0
"486","12005_28",145.610503902778,-14.5779656397213,7.79040012880428,1110.47463000805,22.4529239615073,1.97222702376357,0,2.9013975843914,0.0502384696798064,0.36,2.1,0.5
"487","12005_29",145.61033670973,-14.5782388802694,7.50310285466528,1095.3202099207,21.9900509055492,1.95440378623899,0,2.9013975843914,0.0530925124898786,0.38,1.6,0
"488","12005_3",145.615694731042,-14.5715173939574,27.6263811484874,4644.2052725557,128.247766746917,3.01084828278979,8.75,5.69859560277493,0.117257641178481,0.92,8.9,1.1
"489","12005_30",145.610206654444,-14.5785000136102,8.92347536688178,1270.35177007201,22.9772090431571,2.08542212201399,0,2.96817911759998,0.0739523435298418,0.35,2.8,0.6
"490","12005_31",145.609976714324,-14.5786974316207,8.92347536688178,1270.46727650145,22.9772090431571,2.08542212201399,0,2.96817911759998,0.070625612815548,0.21,0.2,0
"491","12005_33",145.609572514242,-14.5790863566658,10.5215454877812,1493.25826070089,25.4536014347688,2.23047179589479,0,3.19519446016679,0.0813579942531468,0.17,0.5,0
"492","12005_38",145.609536762973,-14.5808597913504,9.53409507927532,1419.32851570921,27.8298802221487,2.12243815056831,0,3.3826190003352,0.0791744139942425,0.59,5.7,0
"493","12005_39",145.6098999,-14.5810983604246,8.98443124499539,1353.7698603827,26.3786798256281,2.09070540875751,0,3.31517797494847,0.0961248281752176,0.8,12.5,1.1
"494","12005_4",145.615329306154,-14.5717349238452,22.2001164485436,4054.67569653149,121.195527954313,2.79036533371332,8,5.69859560277493,0.0925952011564028,0.83,6.4,2.4
"495","12005_42",145.610669403548,-14.5815119309668,7.27938478811591,1151.43935217428,22.513019811261,1.90417256223728,0,3.14226691616882,0.0507712769631997,0.89,21.8,2.4
"496","12028_10",145.625683775294,-14.5811895246104,41.4814659787844,7204.67793516226,220.466962399978,3.39825003450635,9.75,7.51017870511935,0.228518306742912,1.19,13.3,4.6
"497","12028_11",145.625937965976,-14.5813952823079,41.4814659787844,7199.59224725957,220.466962399978,3.39815382383909,9.75,7.48522517765056,0.25237915387152,1.26,14.9,6
